Timestamp,What department/school/institution are you based in? Please use the three digit acronym in your UEA email signature.  ,Would you class yourself or those in your household as moderate risk or high risk (see here: https://bit.ly/3ikNYxv) from COVID-19?,"What is your ethnicity? We are using the HESA/UEA categories, so please feel free to leave this question blank if you do not believe these categories correctly identify your ethnicity. ",What kind of contract(s) are you employed on at UEA?,Have you undertaken any face-to-face learning activities so far this term?,How satisfied are you with UEA's response to the resumption of face-to-face learning activities?,"How satisfed are you with the training and support available to staff to aid ""blended"" or fully online learning approaches?",Which of the following statements match your feelings about the resumption of face-to-face learning activities? (Tick all that apply),How strongly do you agree with the following statements? [The changes to learning necessary this year have led to an increase in my workload],How strongly do you agree with the following statements? [My workload concerns have been acknowledged by my line manager and adequate steps have been taken to ensure I am not overworked.],How strongly do you agree with the following statements? [My workload this term is manageable],How strongly do you agree with the following statements? [My workload this term is having a negative impact on my mental and/or physical wellbeing],How strongly do you agree with the following statements? [I know how to raise any workload concerns I may have],Which of the following statements match your feelings about face-to-face learning activities? (Tick all that apply),How strongly do agree with the following statements? [UEA staff should be providing every student with two hours face-to-face contact per week],How strongly do agree with the following statements? [All teaching should be delivered online with the exception of practical classes where this is not possible],How strongly do agree with the following statements? [UEA staff should be providing students with more than two hours per week face to face teaching],How strongly do agree with the following statements? [I feel relaxed about the prospect of delivering face-to-face learning activities],How strongly do agree with the following statements? [I am concerned about catching COVID-19 and/or spreading it to others as a result of face to face teaching],How strongly do agree with the following statements? [I feel that I can discuss concerns about face to face teaching with my line manager],"Please only answer this question if you are a member who has been (or will be) delivering practical laboratory sessions. [There should be a faculty level discussion to determine which labs are essential to ensure degree quality, and which are optional.]",Please only answer this question if you are a member who has been (or will be) delivering practical laboratory sessions. [Only essential skills and labs should be being taught face to face. All other labs should be taught by online demonstration.],Please only answer this question if you are a member who has been (or will be) delivering practical laboratory sessions. [There is sufficient PPE provided to make these teaching sessions safe enough.],Please outline any further thoughts - positive or negative - you have about face-to-face learning activities in the Autumn 2020 semester,The National UCU position is that teaching should be online this semester unless there is a clear reason why this activity needs to happen face-to-face (such as practical laboratory sessions).  Do you agree with this position?,UEA has indicated it wishes to increase face-to-face learning activities from week five.  Should UCU UEA oppose this?,What would you like the branch to do in response to the resumption of face-to-face learning activities and are there any other comments you would like to leave for the committee?,"May we quote your written responses in any future reports, communications, or ongoing discussions with management?"
10/6/2020 12:26:09,BIO,"No, I believe my household and I are at low risk from COVID-19",,,"No, but I am scheduled to do so later this term.",2,5,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,"I feel my concerns have been totally ignored, I feel my concerns are heard locally, but ignored by Faculty and/or University management, I feel my concerns are heard, but nothing is done as a result",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",Keep up the excellent work,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 12:37:16,env,Myself,,,No and I am not currently scheduled to do so.,8,6,I don't/didn't have concerns about resuming face-to-face learning activities,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,"I feel my concerns are heard, but nothing is done as a result",Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Agree,,No,"No, UCU UEA should not oppose moves to increase face-to-face learning activities",UEA should provide more regular testing (maybe monthly) for staff and students so face-to-face teaching can happen without fear and worries and life in general can be a little less difficult/cumbersome as presently is. This situation is likely to continue for a while and regular testing would make people less anxious and allow the return to more face-to-face teaching and better quality of work at UEA and life in general.,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 12:47:00,swk,"No, I believe my household and I are at low risk from COVID-19",,,"No, but I am scheduled to do so later this term.",2,2,My concern about resuming face-to-face learning activities has increased since the start of September,Strongly Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"No, you may not cite my written responses to the open questions in this survey"
10/6/2020 12:53:58,DEV,"No, I believe my household and I are at low risk from COVID-19",,,Yes.,7,6,I don't/didn't have concerns about resuming face-to-face learning activities,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,I feel my concerns are heard and appropriate actions are taken,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,,,,,I don't know,I don't know,Lecturers should be given a choice over increasing (or not) their f2f teaching. Promises to students by the University management put unnecessary pressure on lecturers. Many of us enjoy teaching f2f and are happy to do so if we feel we can do so safely.,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 12:54:39,HIS,"No, I believe my household and I are at low risk from COVID-19",,,"No, but I am scheduled to do so later this term.",1,3,My concern about resuming face-to-face learning activities has increased since the start of September,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 12:56:53,HSC,Myself,,,Yes.,7,9,I don't/didn't have concerns about resuming face-to-face learning activities,Agree,Agree,Agree,Disagree,Agree,I feel my concerns are heard and appropriate actions are taken,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,,,Strongly Agree,,No,"No, UCU UEA should not oppose moves to increase face-to-face learning activities","Continue to ensure risk assessments and staff and student safety are promoted and that UEA Exec is influenced. Any plans for face to face in person teaching have to be influenced by the changing R rates and any regional, local or national regulations. Press for broadening and increasing coronavirus testing to influence strategic plans. ","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 12:59:50,CMP,Myself and one or more of my household or people I have caring responsibilities for,,,Yes.,3,7,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,"I feel my concerns have been totally ignored, I feel my concerns are heard, but nothing is done as a result",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly Agree,Strongly Agree,Disagree,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities","I would like to see a day to day briefing of positive cases. I am unhappy that the VC chose to admit to 17 cases on Friday evening, when it was too late to make other arrangements.","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 13:00:55,ENV,"No, I believe my household and I are at low risk from COVID-19",,,Yes.,7,5,I don't/didn't have concerns about resuming face-to-face learning activities,Agree,Agree,Disagree,Agree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,,No,I don't know,"  FIRST UP THANKS FOR MAKING THIS AND ALL YOUR TROUBLE!!! I would have liked to have seen a more nuanced questionnaire, (your Likert's allowed for only agreement, strong agreement and the converse - I somewhat agree with many of these positions but not often as posited) but feel quite strongly about those of us who can  and wish to continuing with face-to-face (as a geologist doing learning online would hugely increase my workload its already doubled with delivering everything face-to-face online anyway because of technology and materials to adequately). I do not agree that with a blanket policy about 2 hours per student per week face-to-face; this does not make me violently disagree with face-to-face teaching per se. I really like the idea of errrr.... us being treated us adults and working around and with one another's challenges and strengths with a broad framework of ideals.  That's how we've been doing it. ","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 13:17:24,HIS,One or more of my household or people I have caring responsibilities for,,,No and I am not currently scheduled to do so.,1,1,I'm very concerned about resuming face-to-face learning activities,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,I feel my concerns have been totally ignored,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 13:44:34,EDU,"No, I believe my household and I are at low risk from COVID-19",,,Yes.,8,8,My face to face interactions are more one-to-one with new PhD students (for their initial meeting),Strongly Agree,Agree,Disagree,Agree,Strongly Agree,I don't have much face to face work (just occasional) and have no concerns about these.,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities","I think the decisions need to be in line with the national context, and changes to it. At present, it seems fool-hardy to insist on more face to face. Explaining this to the university and to the wider public is important. ","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 13:51:15,HIS,"No, I believe my household and I are at low risk from COVID-19",,,Yes.,5,4,"My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"No, you may not cite my written responses to the open questions in this survey"
10/6/2020 13:52:24,EDU,Myself,,,No and I am not currently scheduled to do so.,1,1,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",,Strongly agree,,,,,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"No, you may not cite my written responses to the open questions in this survey"
10/6/2020 13:52:55,PPL,"No, I believe my household and I are at low risk from COVID-19",,,No and I am not currently scheduled to do so.,5,5,I don't/didn't have concerns about resuming face-to-face learning activities,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,"I feel my concerns are heard, but nothing is done as a result",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 14:05:12,AMA,Myself,,,"No, but I am scheduled to do so later this term.",5,6,"I'm very concerned about resuming face-to-face learning activities, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,Neither agree nor disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 14:05:15,DEV,"No, I believe my household and I are at low risk from COVID-19",,,"No, but I am scheduled to do so later this term.",1,6,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I am anxious about the resumption of face-to-face learning activities",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,"I don't know how to effectively voice my concerns, My concerns have been heard, but there is no recognition of the power issues at work when a face to face session has been scheduled against the wishes of a junior colleague. ",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 14:39:58,hsc,One or more of my household or people I have caring responsibilities for,,,"No, but I am scheduled to do so later this term.",3,3,"My concern about resuming face-to-face learning activities has increased since the start of September, I am anxious about the resumption of face-to-face learning activities, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly Agree,Disagree,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 14:49:42,MED,One or more of my household or people I have caring responsibilities for,,,No and I am not currently scheduled to do so.,3,6,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Strongly Agree,Disagree,Disagree,Agree,Disagree,I have concerns about face-to-face teaching but I am not expected to do any thi sterm so I ahve not expressed any concerns,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities","Continue arguing against the introduction of more face-to-face teaching, particularly as covid cases are gradually increasing. ","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 15:22:40,CHE,Myself,,,"No, but I am scheduled to do so later this term.",1,3,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I am anxious about the resumption of face-to-face learning activities, I am concerned about face-to-face teaching and feel it is being pushed even when pedagogical benefits are not clear or likely absent",Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,"I feel my concerns have been totally ignored, I feel my concerns are heard locally, but ignored by Faculty and/or University management, I feel my concerns are heard, but nothing is done as a result, I don't know how to effectively voice my concerns, Environment has not been conducive to voicing opinions that some face-to-face teaching should not go ahead",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",The branch should sternly oppose any increase in face-to-face teaching that is not motivated by necessity. UEA UCU should conform to the current National UCU position and insist on limiting face-to-face teaching to practicals. UEA UCU should insist that any face-to-face teaching must have a clear pedagogical advantage and no pedagogical disadvantage.,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 15:30:58,BIO,One or more of my household or people I have caring responsibilities for,,,"No, but I am scheduled to do so later this term.",7,8,"I have some concerns, but the measures put in place have gone a long way to overcome the concerns",Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,"I feel my concerns are heard and appropriate actions are taken, there is a lack of clarity at times (rapidly changing situation does not help)",Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,,I don't know,I don't know,"There has to be a flexible response as the current infection rate/situation is so changeable. Increase in face-to-face if safe to do so, reduction if not. ","No, you may not cite my written responses to the open questions in this survey"
10/6/2020 15:36:07,HIS,Myself,,,No and I am not currently scheduled to do so.,1,1,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management, I feel my concerns are heard, but nothing is done as a result, I don't know how to effectively voice my concerns",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,,Yes,"No, UCU UEA should not oppose moves to increase face-to-face learning activities",Vote of no confidence in VC/ exec team. ,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 15:41:21,PSY,"No, I believe my household and I are at low risk from COVID-19",,,"No, but I am scheduled to do so later this term.",1,1,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,"I feel my concerns have been totally ignored, I feel my concerns are heard locally, but ignored by Faculty and/or University management, I feel my concerns are heard, but nothing is done as a result",Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 16:11:00,SWK,Myself,,,"No, but I am scheduled to do so later this term.",7,7,"My concern about resuming face-to-face learning activities has increased since the start of September, I am anxious about the resumption of face-to-face learning activities",Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,I feel my concerns are heard and appropriate actions are taken,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,,,,,Yes,I don't know,,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 16:16:17,BIO,"No, I believe my household and I are at low risk from COVID-19",,,Yes.,9,9,My concern about resuming face-to-face learning activities has decreased since the start of September,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,I feel my concerns are heard and appropriate actions are taken,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly Disagree,Strongly Agree,,No,"No, UCU UEA should not oppose moves to increase face-to-face learning activities",It is important that face to face teaching takes place and it is possible to do this in a safe manner.  We need to consider the long term effects on students and student experience.,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 16:29:38,PPL,Myself and one or more of my household or people I have caring responsibilities for,,,"No, but I am scheduled to do so later this term.",4,6,"I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Agree,Disagree,Disagree,Agree,Agree,"I feel my concerns are heard, but nothing is done as a result",Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,,,,,No,I don't know,,"No, you may not cite my written responses to the open questions in this survey"
10/6/2020 17:01:06,PSY,Myself,,,Yes.,5,5,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management, I don't know how to effectively voice my concerns",Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Strongly Agree,Agree,,Yes,I don't know,"The position could be - face-to-face for truly essential lab stuff, otherwise f2f should be opt-in for staff.","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 17:10:11,SWK,Myself and one or more of my household or people I have caring responsibilities for,,,"No, but I am scheduled to do so later this term.",5,3,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management, I don't know how to effectively voice my concerns",Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 17:25:48,LDC,Myself,,,No and I am not currently scheduled to do so.,2,5,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I am anxious about the resumption of face-to-face learning activities, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management, I feel my concerns are heard, but nothing is done as a result",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 17:26:20,ENV,One or more of my household or people I have caring responsibilities for,,,No and I am not currently scheduled to do so.,2,5,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has decreased since the start of September",Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,"I feel my concerns are heard, but nothing is done as a result, Managers hide behind government guidance and stock answers even when these are not evidence based and are entirely inconsistent with guidance for other work settings",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",Require an evidence base to confirm that students are demanding this - management seem to make a lot of assumptions about what students want.,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 17:33:41,EDU,"No, I believe my household and I are at low risk from COVID-19",,,"No, but I am scheduled to do so later this term.",1,9,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I am anxious about the resumption of face-to-face learning activities",Strongly Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,"I feel my concerns are heard, but nothing is done as a result",Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities","To oppose it and to allow for lecturers who oppose it to not teach face-to-face, or, ideally, to ask the university to deliver all teaching online this term at least (I would support this move in term 2 too).","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 17:36:26,AMA,Myself and one or more of my household or people I have caring responsibilities for,,,"No, but I am scheduled to do so later this term.",2,5,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",Question UEA’s commitment to its duty of care to staff and students,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 18:35:55,PSY,Myself,,,"No, but I am scheduled to do so later this term.",5,5,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,I'm supposed to be teaching f2f but have simply arranged with students to do everything remotely. ,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities","Point out that UCU's fears have been realized: already 27 confirmed positives on campus, very likely to get worse. If anything it's getting more dangerous, not less.","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 19:10:19,CHE,"No, I believe my household and I are at low risk from COVID-19",,,Yes.,6,7,"My concern about resuming face-to-face learning activities has increased since the start of September, I am anxious about the resumption of face-to-face learning activities, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,"I feel my concerns are heard, but nothing is done as a result",Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly Disagree,Disagree,Disagree,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",I think some face-to-face is good for the students; finding the right balance is much more difficult.,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 19:22:13,AMA,Myself and one or more of my household or people I have caring responsibilities for,,,"No, but I am scheduled to do so later this term.",2,5,"I'm very concerned about resuming face-to-face learning activities, My concern about resuming face-to-face learning activities has increased since the start of September, I want to engage in face-to-face learning activities, but I don't feel safe doing so, I am anxious about the resumption of face-to-face learning activities",Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",Question UEA’s commitment to its duty of care to staff and students,"Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 21:38:08,HIS,Myself and one or more of my household or people I have caring responsibilities for,,,"No, but I am scheduled to do so later this term.",5,4,"I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Agree,Agree,Agree,Disagree,Agree,I don't have any concerns about face-to-face learning activities,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,,,,,No,I don't know,"Who knows what the position will be by week 5? If we don't have face-to-face contact when it has not been expressly prohibited, we lose students, there are no government bailouts, we lose jobs. But contact can be risky too. Moreover, the members have widely differing opinions, so we couldn't present a united front to management if we wanted to refuse all face-to-face contact. The priority is that those who need to avoid contact because of very heightened risk can do so without being penalised. That should probably be our red line - nobody who feels seriously at risk should be obliged to have direct contact.","Yes, you may cite my written responses to the open questions in this survey"
10/6/2020 21:48:14,DEV,Myself and one or more of my household or people I have caring responsibilities for,,,Yes.,5,5,"I'm very concerned about resuming face-to-face learning activities, I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Strongly Agree,Disagree,Disagree,Agree,Disagree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,,,,,I don't know,"No, UCU UEA should not oppose moves to increase face-to-face learning activities",Push for far more robust systems.,"No, you may not cite my written responses to the open questions in this survey"
10/6/2020 22:21:18,NBS,"No, I believe my household and I are at low risk from COVID-19",,,Yes.,9,6,"I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,I feel my concerns are heard and appropriate actions are taken,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,,,,,No,"No, UCU UEA should not oppose moves to increase face-to-face learning activities",,"No, you may not cite my written responses to the open questions in this survey"
10/6/2020 23:47:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2020 23:54:28,IIH,"No, I believe my household and I are at low risk from COVID-19",,,No and I am not currently scheduled to do so.,3,4,I am anxious about the resumption of face-to-face learning activities,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,"I feel my concerns are heard, but nothing is done as a result",Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",,"Yes, you may cite my written responses to the open questions in this survey"
10/7/2020 1:03:13,ENV,Myself,,,Yes.,5,4,My concern about resuming face-to-face learning activities has increased since the start of September,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,"I feel my concerns are heard, but nothing is done as a result",Disagree,Agree,Disagree,Disagree,Disagree,Agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",I can't see how face to face teaching can be increased due to space limitations. The only way would be with each teaching event being repeated several times. This would be a totally unacceptable burden on staff.,"Yes, you may cite my written responses to the open questions in this survey"
10/7/2020 7:59:56,DEV,One or more of my household or people I have caring responsibilities for,,,Yes.,5,4,"I have concerns about face-to-face learning activities, but feel that it is still important that students receive face-to-face tuition",Agree,Agree,Agree,Disagree,Agree,"I feel my concerns are heard locally, but ignored by Faculty and/or University management",Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,,,,,Yes,"Yes, UCU UEA should oppose moves to increase face-to-face learning activities",I would like the branch to continue to make the position of local members clear to the University. ,"Yes, you may cite my written responses to the open questions in this survey"
